,Plot,Rated,Runtime,Title,Year,imdbRating,imdbVotes,userRatings,criticRatings,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_drama,genre_family,genre_fantasy,genre_fi,genre_film,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_noir,genre_romance,genre_sci,genre_sport,genre_thriller,genre_war,genre_western,country_africa,country_algeria,country_arab,country_argentina,country_australia,country_austria,country_brazil,country_canada,country_china,country_emirates,country_france,country_germany,country_hong,country_india,country_iran,country_ireland,country_italy,country_japan,country_kong,country_korea,country_kuwait,country_lebanon,country_libya,country_mexico,country_morocco,country_new,country_poland,country_south,country_soviet,country_spain,country_sweden,country_switzerland,country_taiwan,country_uk,country_union,country_united,country_usa,country_west,country_zealand,language_american,language_arabic,language_belarusian,language_cantonese,language_czech,language_danish,language_english,language_esperanto,language_french,language_gaelic,language_german,language_greek,language_hebrew,language_hindi,language_hmong,language_hungarian,language_irish,language_italian,language_japanese,language_korean,language_language,language_latin,language_mandarin,language_nepali,language_norwegian,language_old,language_pawnee,language_persian,language_polish,language_portuguese,language_quenya,language_romanian,language_russian,language_scottish,language_shanghainese,language_sicilian,language_sign,language_sindarin,language_spanish,language_swahili,language_swedish,language_thai,language_turkish,language_urdu,language_vietnamese,language_xhosa,language_yiddish,language_zulu,actor: aamir khan,actor: aaron eckhart,actor: abdel ahmed,actor: adam baldwin,actor: adam driver,actor: adolphe menjou,actor: adrien brody,actor: agnes moorehead,actor: ahney her,actor: akemi yamaguchi,actor: akihiro miwa,actor: akira kubo,actor: akira terao,actor: al ernest,actor: al pacino,actor: alan howard,actor: alan rickman,actor: albert brooks,actor: albert rémy,actor: aldo giuffrè,actor: alec guinness,actor: aleksandr kaydanovskiy,actor: aleksey kravchenko,actor: alexander gould,actor: alexandra maria,actor: alexandre rodrigues,actor: alexis bledel,actor: alfred abel,actor: ali astin,actor: alida valli,actor: alisa freyndlikh,actor: alison crosbie,actor: alison doody,actor: alonzo brown,actor: amanda plummer,actor: america ferrera,actor: amir farrokh,actor: amy poehler,actor: anatoliy solonitsyn,actor: andie macdowell,actor: andrea eckert,actor: andrew kevin,actor: andy lau,actor: angela lansbury,actor: anna paquin,actor: anne bancroft,actor: anne baxter,actor: anne le,actor: anne moss,actor: annette bening,actor: anthony chau,actor: anthony hopkins,actor: anthony perkins,actor: anthony quinn,actor: antonella attili,actor: arnold schwarzenegger,actor: audrey fleurot,actor: audrey hepburn,actor: ayano shiraishi,actor: bahare seddiqi,actor: barbara bel,actor: barbara o,actor: barbara stanwyck,actor: barry humphries,actor: barry pepper,actor: bee vang,actor: ben affleck,actor: ben kingsley,actor: benedict cumberbatch,actor: bengt ekerot,actor: benicio del,actor: bert lahr,actor: bette davis,actor: beulah garrick,actor: beverly d,actor: bibi andersson,actor: bill hader,actor: bill murray,actor: billy bob,actor: billy crudup,actor: billy crystal,actor: billy dee,actor: bob gunton,actor: bob peterson,actor: bodil rosing,actor: bonnie bedelia,actor: bonnie hunt,actor: brad pitt,actor: brahim hadjadj,actor: brie larson,actor: bruce allpress,actor: bruce bennett,actor: bruce willis,actor: bruno ganz,actor: bryan batt,actor: bryce dallas,actor: burt lancaster,actor: burt young,actor: buster keaton,actor: börje ahlstedt,actor: candice bergen,actor: carl miller,actor: carl weathers,actor: carla quevedo,actor: carol kane,actor: caroline goodall,actor: carrie fisher,actor: carrie henn,actor: cary elwes,actor: cary grant,actor: cathy moriarty,actor: celeste holm,actor: charles bronson,actor: charles chaplin,actor: charles durning,actor: charles laughton,actor: charles vanel,actor: charley grapewin,actor: charlize theron,actor: charlton heston,actor: chieko baishô,actor: chieko higashiyama,actor: chika sakamoto,actor: chishû ryû,actor: chiwetel ejiofor,actor: chris elliott,actor: chris evans,actor: chris hemsworth,actor: chris penn,actor: chris pratt,actor: chris sarandon,actor: christian bale,actor: christoph waltz,actor: christopher carley,actor: christopher guest,actor: christopher lloyd,actor: christopher plummer,actor: christopher walken,actor: claire maurier,actor: clark gable,actor: claude rains,actor: claudette colbert,actor: claudia cardinale,actor: clint eastwood,actor: cloris leachman,actor: colin firth,actor: connie nielsen,actor: corey feldman,actor: corinna harfouch,actor: craig ferguson,actor: crispin glover,actor: daisuke ryû,actor: dana andrews,actor: daniel brühl,actor: daniel day,actor: daniel radcliffe,actor: daniel richter,actor: daniel zacapa,actor: danny lloyd,actor: daryl hannah,actor: dave bautista,actor: daveigh chase,actor: david aston,actor: david clennon,actor: david morse,actor: david strathairn,actor: dean r,actor: debbie reynolds,actor: denholm elliott,actor: dennis price,actor: der beek,actor: derek jacobi,actor: desmond dube,actor: devon aoki,actor: dexter fletcher,actor: diahnne abbott,actor: diane keaton,actor: dickie gravois,actor: domhnall gleeson,actor: don cheadle,actor: don rickles,actor: donald o,actor: donna reed,actor: dorian gray,actor: dorothy comingore,actor: doug jones,actor: douglas silva,actor: dwight henry,actor: e.g. marshall,actor: ed harris,actor: ed skrein,actor: ed stoppard,actor: eddie albert,actor: edna purviance,actor: edward arnold,actor: edward asner,actor: edward burns,actor: edward fox,actor: edward furlong,actor: edward g,actor: edward james,actor: edward norton,actor: eli roth,actor: eli wallach,actor: elijah wood,actor: elizabeth berridge,actor: elizabeth mcgovern,actor: ellen burstyn,actor: ellen degeneres,actor: ellen page,actor: ellen widmann,actor: elsa lanchester,actor: emile hirsch,actor: emilia fox,actor: emilio echevarría,actor: emma stone,actor: emma thompson,actor: enzo cannavale,actor: enzo staiola,actor: eric bana,actor: eric idle,actor: eric tsang,actor: ethan hawke,actor: eva marie,actor: evelyn keyes,actor: ewan mcgregor,actor: ewen bremner,actor: f. murray,actor: farley granger,actor: faye dunaway,actor: florence lee,actor: folco lulli,actor: forest whitaker,actor: franca marzi,actor: frank adu,actor: frank morgan,actor: frank overton,actor: frank vincent,actor: françois cluzet,actor: françois périer,actor: fred macmurray,actor: frederic forrest,actor: fredric march,actor: fritz rasp,actor: gabriel byrne,actor: gael garcía,actor: gary cooper,actor: gary lockwood,actor: gary oldman,actor: gene hackman,actor: gene kelly,actor: geoffrey rush,actor: george c,actor: george kennedy,actor: george macready,actor: george o,actor: george raft,actor: george sanders,actor: gerard butler,actor: gerry robert,actor: gian maria,actor: ginnifer goodwin,actor: gino ardito,actor: gino saltamerenda,actor: giorgio cantarini,actor: giulietta masina,actor: giustino durano,actor: gladys george,actor: glen cavender,actor: goya toledo,actor: grace kelly,actor: graham chapman,actor: gregory peck,actor: gunnar björnstrand,actor: gustav fröhlich,actor: guy decomble,actor: guy pearce,actor: ha kim,actor: hakeem kae,actor: haley joel,actor: hanno pöschl,actor: hardy krüger,actor: harrison ford,actor: harry dean,actor: harry myers,actor: hartley power,actor: haruko sugimura,actor: haruo tanaka,actor: harvey keitel,actor: haya harareet,actor: heath ledger,actor: helena bonham,actor: henry bergman,actor: henry daniell,actor: henry fonda,actor: herbert grönemeyer,actor: hilary swank,actor: hiroyuki tagawa,actor: hitoshi takagi,actor: ho song,actor: holmes osborne,actor: hubert koundé,actor: hubertus bengsch,actor: hugh jackman,actor: hugh keays,actor: hugo weaving,actor: humphrey bogart,actor: hussein sami,actor: ichi himori,actor: idris elba,actor: inge landgut,actor: ingrid bergman,actor: ingrid thulin,actor: irene papas,actor: isa danieli,actor: isuzu yamada,actor: ivana baquero,actor: j.d. cannon,actor: j.k. simmons,actor: jack hawkins,actor: jack lemmon,actor: jack nicholson,actor: jack oakie,actor: jackie coogan,actor: jacob stringer,actor: jacob tremblay,actor: jake gyllenhaal,actor: james caan,actor: james cosmo,actor: james cromwell,actor: james donald,actor: james earl,actor: james garner,actor: james mason,actor: james robinson,actor: james stewart,actor: james van,actor: james woods,actor: jamie foxx,actor: jane darwell,actor: janet gaynor,actor: janet leigh,actor: jared leto,actor: jason bateman,actor: jason flemyng,actor: jason robards,actor: jason statham,actor: javier bardem,actor: jay baruchel,actor: jean arthur,actor: jean hagen,actor: jean martin,actor: jeff bridges,actor: jeff daniels,actor: jeff goldblum,actor: jena malone,actor: jennifer connelly,actor: jennifer lien,actor: jennifer morrison,actor: jenny slate,actor: jerry o,actor: jesse corti,actor: jessica alba,actor: jessica chastain,actor: jessie royce,actor: jim carrey,actor: jim cummings,actor: jim farley,actor: jim varney,actor: jinpachi nezu,actor: joan allen,actor: joan cusack,actor: joan fontaine,actor: joan greenwood,actor: joaquin phoenix,actor: jodie foster,actor: joe pantoliano,actor: joe pesci,actor: joel edgerton,actor: john bach,actor: john carradine,actor: john cazale,actor: john cleese,actor: john dimaggio,actor: john fiedler,actor: john gavin,actor: john gielgud,actor: john goodman,actor: john hurt,actor: john huston,actor: john lithgow,actor: john megna,actor: john savage,actor: john travolta,actor: john williams,actor: johnny depp,actor: johnny sekka,actor: jon seda,actor: jon voight,actor: jonah hill,actor: jonathan taylor,actor: jonny lee,actor: jordan nagai,actor: joseph calleia,actor: joseph cotten,actor: joseph gordon,actor: joseph melito,actor: josh brolin,actor: judith anderson,actor: judy garland,actor: julia stiles,actor: julianne moore,actor: julie delpy,actor: jürgen prochnow,actor: karan soni,actor: kareena kapoor,actor: karen allen,actor: karl malden,actor: kasi lemmons,actor: kate winslet,actor: katharine ross,actor: katie holmes,actor: katy jurado,actor: keanu reeves,actor: keenan wynn,actor: keiko tsushima,actor: keir dullea,actor: keira knightley,actor: keith david,actor: kerry washington,actor: kevin mckidd,actor: kevin pollak,actor: kevin spacey,actor: kim novak,actor: kirk douglas,actor: klaus wennemann,actor: kristen wiig,actor: kristian almgren,actor: kristin rudrüd,actor: kristina adolphson,actor: kurt russell,actor: kyung kim,actor: lamberto maggiorani,actor: laura dern,actor: laura linney,actor: laura lovelace,actor: laurence fishburne,actor: laurence olivier,actor: lawrence a,actor: lawrence t,actor: lea thompson,actor: leandro firmino,actor: lee j,actor: lee van,actor: leo g,actor: leo gullotta,actor: leonardo dicaprio,actor: liam neeson,actor: lianella carell,actor: liev schreiber,actor: linda hamilton,actor: lionel barrymore,actor: liubomiras laucevicius,actor: liv ullmann,actor: lloyd bridges,actor: lorraine bracco,actor: lorraine gary,actor: lou antonio,actor: lucy liu,actor: mack swain,actor: mackenzie foy,actor: maggie cheung,actor: maggie gyllenhaal,actor: malcolm mcdowell,actor: mandy patinkin,actor: manoj bajpayee,actor: marcia gay,actor: margaret livingston,actor: margaretha krook,actor: margot robbie,actor: mari natsuki,actor: maria bello,actor: marianne koch,actor: maribel verdú,actor: marilyn monroe,actor: mario brega,actor: marion mack,actor: marisa berenson,actor: mark boone,actor: mark hamill,actor: mark ruffalo,actor: mark wahlberg,actor: marlene dietrich,actor: marlon brando,actor: marlon wayans,actor: martin balsam,actor: martin sheen,actor: martin stringer,actor: martina gedeck,actor: mary astor,actor: mary elizabeth,actor: mary gibbs,actor: mathieu amalric,actor: matt damon,actor: matthew braden,actor: matthew broderick,actor: matthew goode,actor: matthew mcconaughey,actor: matthew modine,actor: max von,actor: meat loaf,actor: melissa benoist,actor: michael ansara,actor: michael bates,actor: michael benyaer,actor: michael berryman,actor: michael biehn,actor: michael caine,actor: michael chance,actor: michael clarke,actor: michael conner,actor: michael gambon,actor: michael j,actor: michael keaton,actor: michael madsen,actor: michal zebrowski,actor: michelle pfeiffer,actor: miles teller,actor: minnie driver,actor: minoru chiaki,actor: miyu irino,actor: mohammad amir,actor: morgan freeman,actor: mustafa kamel,actor: myrna loy,actor: mélanie laurent,actor: mélissa désormeaux,actor: nafise jafar,actor: natalie portman,actor: natascha mcelhone,actor: nawazuddin siddiqui,actor: ned beatty,actor: neil patrick,actor: nicholas hoult,actor: nick moran,actor: nick nolte,actor: nicoletta braschi,actor: nikolay grinko,actor: nils poppe,actor: noah emmerich,actor: noel appleby,actor: noriko hidaka,actor: octavia spencer,actor: olga mironova,actor: oliver reed,actor: olivia wilde,actor: olivia williams,actor: omar sy,actor: orlando bloom,actor: orson welles,actor: otto wernicke,actor: pablo rago,actor: patrick magee,actor: paul freeman,actor: paul gleason,actor: paul henreid,actor: paul meurisse,actor: paul newman,actor: paul reiser,actor: paul winfield,actor: paulette goddard,actor: penelope allen,actor: pernilla allwin,actor: perry lopez,actor: peter brocco,actor: peter cushing,actor: peter finch,actor: peter lorre,actor: peter o,actor: peter sellers,actor: peter stormare,actor: peter van,actor: phellipe haagensen,actor: philip king,actor: philip seymour,actor: phyllis smith,actor: pierre léaud,actor: ping lam,actor: piper perabo,actor: porter hall,actor: powers boothe,actor: r. lee,actor: rachel mcadams,actor: ralph fiennes,actor: ralph meeker,actor: ray bolger,actor: ray liotta,actor: ray milland,actor: ray walston,actor: rebecca williams,actor: reginald gardiner,actor: reginald veljohnson,actor: rex everhart,actor: ricardo darín,actor: richa chadha,actor: richard attenborough,actor: richard dreyfuss,actor: richard gere,actor: richard harris,actor: richard kind,actor: richard s,actor: richard widmark,actor: river phoenix,actor: robby benson,actor: robert cummings,actor: robert de,actor: robert downey,actor: robert duvall,actor: robert patrick,actor: robert portal,actor: robert redford,actor: robert shaw,actor: robert walker,actor: roberto benigni,actor: robin williams,actor: rod steiger,actor: ronald lacey,actor: rory kinnear,actor: rosamund pike,actor: roscoe karns,actor: rosemary murphy,actor: roy dotrice,actor: roy scheider,actor: rudolf klein,actor: rumi hiiragi,actor: russell crowe,actor: rutger hauer,actor: ruth roman,actor: ruth warrick,actor: ryan o,actor: ryan reynolds,actor: rémy girard,actor: sala baker,actor: sally field,actor: sam neill,actor: samia kerbash,actor: sandy nelson,actor: sang wong,actor: sarah roemer,actor: saïd taghmaoui,actor: scarlett johansson,actor: scatman crothers,actor: scott glenn,actor: sean astin,actor: sean bridgers,actor: sean connery,actor: sean lawlor,actor: sean young,actor: sebastian koch,actor: sebastian stan,actor: sergi lópez,actor: sessue hayakawa,actor: setsuko hara,actor: sharman joshi,actor: sharon stone,actor: shelley duvall,actor: shigesato itoi,actor: shirley maclaine,actor: sigourney weaver,actor: simone signoret,actor: soledad villamil,actor: spencer tracy,actor: stellan skarsgård,actor: stephen baldwin,actor: stephen boyd,actor: stephen fry,actor: stephen rea,actor: stephen tobolowsky,actor: sterling hayden,actor: steve buscemi,actor: steve mcqueen,actor: steven bauer,actor: strother martin,actor: sully boyar,actor: sylvester stallone,actor: t.k. carter,actor: takashi naitô,actor: takashi shimura,actor: takuya kimura,actor: talia shire,actor: tatsuya gashûin,actor: tatsuya nakadai,actor: teresa wright,actor: terry gilliam,actor: thelma ritter,actor: thomas mitchell,actor: thora birch,actor: tigmanshu dhulia,actor: tim allen,actor: tim holt,actor: tim robbins,actor: tim roth,actor: tiny sandford,actor: tom berenger,actor: tom hanks,actor: tom hardy,actor: tom helmore,actor: tom hulce,actor: tom murray,actor: tom sizemore,actor: tom skerritt,actor: tommy lee,actor: toni collette,actor: tony chiu,actor: tony curtis,actor: tony roberts,actor: toshirô mifune,actor: trevor howard,actor: tsutomu tatsumi,actor: tung cho,actor: tyler perry,actor: tyrone power,actor: ulrich matthes,actor: ulrich mühe,actor: ulrich tukur,actor: uma thurman,actor: val kilmer,actor: valerie hobson,actor: vera miles,actor: veronica cartwright,actor: victor argo,actor: victor sjöström,actor: vin diesel,actor: vincent cassel,actor: vincent d,actor: viola davis,actor: virginia cherrill,actor: vivica a,actor: vivien leigh,actor: vladas bagdonas,actor: véra clouzot,actor: wai leung,actor: walter connolly,actor: walter huston,actor: warren clarke,actor: wendell corey,actor: wendy crewson,actor: wes bentley,actor: wil wheaton,actor: wilford brimley,actor: will poulter,actor: willem dafoe,actor: william h,actor: william holden,actor: william hurt,actor: william sadler,actor: william sylvester,actor: wolfgang lukschy,actor: woody allen,actor: woody harrelson,actor: xolani mali,actor: yacef saadi,actor: yoshiko shinohara,actor: yukiko shimazaki,actor: yves montand,actor: yôko tsukasa,actor: zach grenier,actor: zoe saldana,actor: álvaro guerrero,director: adam elliot,director: akira kurosawa,director: alan mak,director: alejandro g,director: alfred hitchcock,director: andrei tarkovsky,director: andrew stanton,director: anthony russo,director: anurag kashyap,director: billy wilder,director: bob peterson,director: brian de,director: bryan singer,director: buster keaton,director: byron howard,director: carol reed,director: charles chaplin,director: chris sanders,director: christopher nolan,director: clint eastwood,director: clyde bruckman,director: curtis hanson,director: damien chazelle,director: danny boyle,director: darren aronofsky,director: david fincher,director: david lean,director: david lynch,director: david silverman,director: david yates,director: dean deblois,director: denis villeneuve,director: elem klimov,director: eli roth,director: elia kazan,director: eric toledano,director: ethan coen,director: f.w. murnau,director: federico fellini,director: fernando meirelles,director: florian henckel,director: francis ford,director: frank capra,director: frank darabont,director: frank miller,director: françois truffaut,director: fred zinnemann,director: fritz lang,director: gary trousdale,director: gavin o,director: gene kelly,director: george cukor,director: george lucas,director: george miller,director: george roy,director: georges clouzot,director: gillo pontecorvo,director: giuseppe tornatore,director: gore verbinski,director: guillermo del,director: gus van,director: guy ritchie,director: harold ramis,director: hayao miyazaki,director: ho bong,director: ingmar bergman,director: irvin kershner,director: isao takahata,director: j.j. abrams,director: james cameron,director: james gunn,director: james mcteigue,director: jared bush,director: jim sheridan,director: joe russo,director: joel coen,director: john carpenter,director: john ford,director: john g,director: john huston,director: john lasseter,director: john mctiernan,director: john sturges,director: jonathan demme,director: joseph l,director: joss whedon,director: juan josé,director: keung lau,director: king vidor,director: kirk wise,director: kátia lund,director: lana wachowski,director: lasse hallström,director: lee unkrich,director: lenny abrahamson,director: lilly wachowski,director: m. night,director: majid majidi,director: martin scorsese,director: mathieu kassovitz,director: mel gibson,director: mervyn leroy,director: michael cimino,director: michael curtiz,director: michael mann,director: michel gondry,director: milos forman,director: morten tyldum,director: moustapha akkad,director: norman taurog,director: oliver hirschbiegel,director: oliver stone,director: olivier nakache,director: orson welles,director: paul greengrass,director: paul thomas,director: pete docter,director: peter jackson,director: peter weir,director: quentin tarantino,director: rajkumar hirani,director: rich moore,director: richard attenborough,director: richard kelly,director: richard linklater,director: richard marquand,director: ridley scott,director: rob minkoff,director: rob reiner,director: robert hamer,director: robert mulligan,director: robert rodriguez,director: robert zemeckis,director: roberto benigni,director: roger allers,director: roman polanski,director: ron howard,director: ronnie del,director: sam mendes,director: sam wood,director: sean penn,director: sergio leone,director: sidney lumet,director: stanley donen,director: stanley kramer,director: stanley kubrick,director: steve mcqueen,director: steven spielberg,director: stuart rosenberg,director: tate taylor,director: terry george,director: terry gilliam,director: terry jones,director: tim miller,director: tom hooper,director: tom mccarthy,director: tony kaye,director: victor fleming,director: vittorio de,director: von donnersmarck,director: wai wong,director: wes anderson,director: william wyler,director: wolfgang petersen,director: woody allen,director: yasujirô ozu
0,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,R,107,Whiplash,2014,8.5,384504,727,535,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,NOT RATED,207,Seven Samurai,1954,8.7,226364,596,153,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
