Date,Open,High,Low,Close,Volume
11-Mar-16,108.48,109.42,107.92,109.41,20581320
10-Mar-16,107.91,108.66,105.77,107.32,24780710
9-Mar-16,106.70,107.51,105.49,107.51,20449881
8-Mar-16,104.78,107.37,104.40,105.93,25493546
7-Mar-16,108.07,108.07,104.72,105.73,31436401
4-Mar-16,110.05,110.05,107.93,108.39,24872895
3-Mar-16,110.25,110.30,108.54,109.58,21333496
2-Mar-16,109.68,110.55,108.77,109.95,25641627
1-Mar-16,107.83,109.82,107.60,109.82,26694696
29-Feb-16,107.60,108.91,106.75,106.92,32243645
26-Feb-16,108.70,109.45,107.16,107.92,26578891
25-Feb-16,107.11,108.07,105.61,108.07,29796180
24-Feb-16,104.21,106.95,102.74,106.88,34239396
23-Feb-16,106.85,107.47,105.12,105.46,25204873
22-Feb-16,105.49,108.25,105.34,107.16,35630883
19-Feb-16,102.55,105.02,102.06,104.57,32337444
18-Feb-16,105.80,106.00,103.03,103.47,29374587
17-Feb-16,101.94,105.72,100.40,105.20,43852623
16-Feb-16,103.80,103.93,100.24,101.61,45438324
12-Feb-16,103.74,104.24,101.09,102.01,36038104
11-Feb-16,99.60,105.11,98.88,101.91,43493102
10-Feb-16,101.55,103.25,100.24,101.00,44943948
9-Feb-16,97.14,102.40,96.82,99.54,62580050
8-Feb-16,100.41,102.68,97.46,99.75,71016537
5-Feb-16,109.51,109.58,103.18,104.07,76522716
4-Feb-16,111.80,111.94,109.25,110.49,38648485
3-Feb-16,115.27,115.34,109.75,112.69,56848084
2-Feb-16,114.80,117.59,113.20,114.61,59644925
1-Feb-16,112.27,115.72,112.01,115.09,45840867
29-Jan-16,108.99,112.84,108.84,112.21,62357459
28-Jan-16,107.20,110.34,104.81,109.11,107084072
27-Jan-16,97.79,97.85,94.23,94.45,48311872
26-Jan-16,97.76,97.88,95.66,97.34,26637412
25-Jan-16,98.72,99.48,96.93,97.01,32319141
22-Jan-16,96.41,98.07,95.49,97.94,30331442
21-Jan-16,94.91,95.99,92.62,94.16,30468830
20-Jan-16,92.83,95.00,89.37,94.35,58982367
19-Jan-16,96.53,97.42,93.92,95.26,30620565
15-Jan-16,93.98,96.38,93.54,94.97,45935550
14-Jan-16,95.85,98.87,92.45,98.37,48488509
13-Jan-16,100.58,100.58,95.21,95.44,33091576
12-Jan-16,99.00,99.96,97.55,99.37,28395390
11-Jan-16,97.91,98.60,95.39,97.51,29932385
8-Jan-16,99.88,100.50,97.03,97.33,35402298
7-Jan-16,100.50,101.43,97.30,97.92,45172906
6-Jan-16,101.13,103.77,100.90,102.97,25096183
5-Jan-16,102.89,103.71,101.66,102.73,23258238
4-Jan-16,101.95,102.24,99.75,102.22,37717312
31-Dec-15,106.00,106.17,104.62,104.66,18391064
30-Dec-15,107.00,107.25,106.06,106.22,13115007
29-Dec-15,106.42,107.74,106.25,107.26,17179901
28-Dec-15,105.02,105.98,104.53,105.93,13069733
24-Dec-15,104.74,105.32,104.50,105.02,6512134
23-Dec-15,105.89,106.11,103.86,104.63,19599673
22-Dec-15,105.22,105.66,104.81,105.51,14597122
21-Dec-15,104.91,105.15,103.60,104.77,16138786
18-Dec-15,106.08,106.59,103.97,104.04,35994199
17-Dec-15,107.49,107.75,106.13,106.22,21675686
16-Dec-15,105.37,107.09,104.19,106.79,22680547
15-Dec-15,105.30,105.80,104.28,104.55,21764331
14-Dec-15,102.28,104.74,101.46,104.66,24648093
11-Dec-15,104.15,104.34,101.91,102.12,26427727
10-Dec-15,105.05,106.40,104.41,105.42,17454312
9-Dec-15,106.18,106.44,103.55,104.60,23517268
8-Dec-15,104.00,106.91,103.95,106.49,20401791
7-Dec-15,106.48,106.83,104.66,105.61,15474890
4-Dec-15,104.75,107.73,104.11,106.18,21224721
3-Dec-15,103.95,106.85,103.35,104.38,23236485
2-Dec-15,107.00,107.92,105.79,106.07,24295162
1-Dec-15,104.83,107.15,104.50,107.12,22715616
30-Nov-15,105.84,106.10,103.75,104.24,20008996
27-Nov-15,105.78,105.96,104.86,105.45,5912671
25-Nov-15,106.33,106.60,105.10,105.41,15150785
24-Nov-15,106.00,106.49,104.39,105.74,23462829
23-Nov-15,107.19,107.47,106.08,106.95,19733283
20-Nov-15,106.84,107.87,106.62,107.32,22085405
19-Nov-15,107.36,107.73,105.95,106.26,25477683
18-Nov-15,105.80,107.88,105.39,107.77,23679764
17-Nov-15,104.62,106.20,104.14,105.13,26649223
16-Nov-15,103.32,104.17,100.47,104.04,49140589
13-Nov-15,107.71,108.25,103.83,103.95,29438853
12-Nov-15,108.48,109.39,108.00,108.02,20763843
11-Nov-15,108.27,109.87,107.11,109.01,25003046
10-Nov-15,106.17,108.15,105.24,107.91,24409940
9-Nov-15,107.00,108.25,105.86,106.49,26326885
6-Nov-15,108.04,108.74,105.91,107.10,34898019
5-Nov-15,108.80,110.65,107.95,108.76,63013501
4-Nov-15,103.19,104.14,102.48,103.94,38606400
3-Nov-15,103.22,103.65,102.40,102.58,21096752
2-Nov-15,101.72,103.47,101.18,103.31,23876266
30-Oct-15,104.40,104.72,101.65,101.97,33381053
29-Oct-15,103.96,105.12,103.52,104.88,20099855
28-Oct-15,103.90,104.48,102.92,104.20,24024149
27-Oct-15,102.94,104.10,102.40,103.70,22951414
26-Oct-15,103.58,103.81,101.55,103.77,25822349
23-Oct-15,101.91,102.85,100.16,102.19,42657856
22-Oct-15,97.79,99.73,97.55,99.67,25517505
21-Oct-15,97.37,98.18,96.47,97.11,21917763
20-Oct-15,98.73,99.59,96.56,97.00,30700517
19-Oct-15,97.18,98.57,96.92,98.47,23316834
16-Oct-15,96.18,97.59,95.35,97.54,25304113
15-Oct-15,94.99,96.30,94.90,95.96,27475421
14-Oct-15,94.08,95.20,93.61,94.07,19159906
13-Oct-15,93.66,95.37,93.55,94.12,19249995
12-Oct-15,93.32,94.60,92.67,94.26,18371840
9-Oct-15,92.90,93.74,92.24,93.24,19886170
8-Oct-15,92.75,93.22,90.47,92.47,27213284
7-Oct-15,93.11,93.66,91.37,92.40,24060338
6-Oct-15,94.08,94.17,92.34,92.80,22172764
5-Oct-15,92.94,94.27,92.66,94.01,26903052
2-Oct-15,88.90,92.20,88.37,92.07,37623238
1-Oct-15,90.05,90.95,88.36,90.95,29070207
30-Sep-15,88.44,90.02,88.01,89.90,36030288
29-Sep-15,89.10,90.06,85.72,86.67,41810196
28-Sep-15,92.08,92.29,88.18,89.21,41024444
25-Sep-15,95.79,95.85,92.06,92.77,28803183
24-Sep-15,93.06,94.76,92.24,94.41,28943670
23-Sep-15,93.40,94.32,92.80,93.97,21645740
22-Sep-15,93.77,94.68,91.92,92.96,36683731
21-Sep-15,94.62,96.49,94.52,95.55,28657457
18-Sep-15,93.20,95.19,93.05,94.40,61898703
17-Sep-15,93.37,95.51,92.90,94.34,27679870
16-Sep-15,92.90,93.60,92.63,93.45,16256252
15-Sep-15,92.37,93.25,91.79,92.90,18638271
14-Sep-15,92.31,92.62,91.60,92.31,20103573
11-Sep-15,91.68,92.08,91.13,92.05,21031075
10-Sep-15,90.07,92.06,89.63,91.98,26333820
9-Sep-15,90.78,91.98,90.17,90.44,32439033
8-Sep-15,89.69,90.24,88.83,89.53,26848975
4-Sep-15,87.20,88.39,86.70,88.26,27183704
3-Sep-15,89.76,89.82,87.73,88.15,26882208
2-Sep-15,88.81,89.89,87.63,89.89,26837970
1-Sep-15,86.85,89.39,86.50,87.23,35798110
31-Aug-15,90.60,91.05,88.89,89.43,32006693
28-Aug-15,89.88,91.48,89.79,91.01,33005640
27-Aug-15,89.10,90.06,87.19,89.73,41778567
26-Aug-15,85.95,87.46,83.26,87.19,44492025
25-Aug-15,86.95,87.67,83.00,83.00,51447569
24-Aug-15,77.03,87.14,72.00,82.09,81647863
21-Aug-15,87.52,89.18,85.61,86.06,62258046
20-Aug-15,93.54,94.77,90.46,90.56,44219624
19-Aug-15,94.63,96.10,94.16,95.31,23251271
18-Aug-15,94.08,95.85,94.04,95.17,22278848
17-Aug-15,94.42,94.46,93.39,93.93,18313531
14-Aug-15,93.54,94.72,93.21,94.42,15929656
13-Aug-15,94.05,94.73,93.35,93.43,17451768
12-Aug-15,92.70,94.44,91.19,94.19,27120375
11-Aug-15,93.73,94.76,92.90,93.62,22491031
10-Aug-15,95.68,95.90,93.63,94.15,21624153
7-Aug-15,95.38,95.40,93.61,94.30,23199145
6-Aug-15,97.18,98.74,94.42,95.12,42271318
5-Aug-15,95.25,97.09,95.18,96.44,29813174
4-Aug-15,93.79,94.73,93.33,94.06,20136036
